Product Name,Brand,Ingredients,Health Risk Numerical Data,Health Risk Level,Long-Term Health Effects,Skin Type Numerical Data,Skin Type,Age Group Numerical Data,Age Group,Price,Rupees,Rating,Usage Instructions
Baby Calming Lotion,Brand AAAAA,"Lavender Oil, Chamomile Extract",201,High,Calming,2,Sensitive,102,Baby,$10 ,850,4.6,"Apply to baby's skin, massage gently"
Baby Tender Oil,Brand BBBBB,"Almond Oil, Sunflower Oil",201,High,Tender Hydration,2,Sensitive,102,Baby,$12 ,1020,4.5,"Apply to baby's skin, massage gently"
Baby Dreamy Shampoo,Brand CCCCC,"Lavender Extract, Coconut Oil",201,High,Dreamy,2,Sensitive,102,Baby,$8 ,680,4.8,"Apply to wet hair, rinse thoroughly"
Anti-Aging Serum,Brand AAA,"Retinol, Hyaluronic Acid",201,High,Reduces wrinkles and fine lines,6,All,103,Married,$30 ,2550,4.7,Apply to clean face and neck before moisturizer
Moisturizing Night Cream,Brand BBB,"Shea Butter, Vitamin E",201,High,Hydrates and repairs skin,15,"Dry, Normal",103,Married,$25 ,2125,4.6,Apply to clean face and neck before bedtime
Wrinkle-Reducing Eye Cream,Brand CCC,"Peptides, Caffeine",201,High,Reduces puffiness and dark circles,6,All,103,Married,$20 ,1700,4.5,Gently pat around the eye area before bedtime
Firming Neck Cream,Brand DDD,"Collagen, Peptides",201,High,Firms and tightens neck area,6,All,103,Married,$35 ,2975,4.8,Apply to clean neck area in upward motions
Brightening Facial Mask,Brand EEE,"Vitamin C, Niacinamide",201,High,Evens out skin tone,6,All,103,Married,$15 ,1275,4.6,"Apply to clean face, leave on for 15-20 minutes"
Hydrating Day Cream,Brand FFF,"Hyaluronic Acid, SPF 30",201,High,Provides all-day hydration and sun protection,6,All,103,Married,$20 ,1700,4.7,Apply to clean face and neck in the morning
Radiance-Boosting Serum,Brand GGG,"Vitamin C, Ferulic Acid",201,High,Brightens and evens skin tone,6,All,103,Married,$30 ,2550,4.6,Apply to clean face and neck before moisturizer
Restorative Facial Oil,Brand HHH,"Rosehip Oil, Argan Oil",201,High,Nourishes and repairs skin,14,"Dry, Mature",103,Married,$40 ,3400,4.7,"Apply a few drops to clean face, massage in"
Anti-Wrinkle Cream,Brand III,"Peptides, Retinol",201,High,Reduces appearance of wrinkles,6,All,103,Married,$25 ,2125,4.8,Apply to clean face and neck before bedtime
Rejuvenating Night Serum,Brand JJJ,"Glycolic Acid, Vitamin E",201,High,Renews and revitalizes skin,6,All,103,Married,$35 ,2975,4.6,Apply to clean face and neck before bedtime
Lifting Face Mask,Brand KKK,"Marine Collagen, Hyaluronic Acid",201,High,Lifts and firms sagging skin,6,All,103,Married,$20 ,1700,4.7,"Apply to clean face, leave on for 20-30 minutes"
Hydrating Lip Treatment,Brand LLL,"Shea Butter, Coconut Oil",201,High,Hydrates and softens lips,6,All,103,Married,$10 ,850,4.5,Apply to lips as needed throughout the day
Illuminating Primer,Brand MMM,"Pearl Powder, Hyaluronic Acid",201,High,Creates a luminous base for makeup,6,All,103,Married,$20 ,1700,4.6,Apply before foundation for a radiant complexion
Nourishing Hand Cream,Brand NNN,"Shea Butter, Aloe Vera",201,High,Moisturizes and softens hands,6,All,103,Married,$15 ,1275,4.7,Apply to hands as needed throughout the day
Revitalizing Eye Serum,Brand OOO,"Peptides, Vitamin E",201,High,"Refreshes tired eyes, reduces puffiness",6,All,103,Married,$25 ,2125,4.6,Gently pat around the eye area morning and night
Brightening Face Scrub,Brand PPP,"Exfoliating Beads, Vitamin C",201,High,"Brightens dull skin, exfoliates",6,All,103,Married,$15 ,1275,4.8,"Massage onto damp skin, rinse off with water"
Replenishing Body Lotion,Brand QQQ,"Cocoa Butter, Vitamin E",201,High,Hydrates and nourishes skin,6,All,103,Married,$20 ,1700,4.7,Apply to body after shower or bath
Soothing Facial Toner,Brand RRR,"Witch Hazel, Rose Water",201,High,"Balances pH, calms irritation",6,All,103,Married,$15 ,1275,4.6,Apply to clean face with a cotton pad
Hydrating Sheet Mask,Brand SSS,"Hyaluronic Acid, Aloe Vera",201,High,Deeply hydrates and refreshes skin,6,All,103,Married,$10 ,850,4.7,"Apply to clean face, leave on for 15-20 minutes"
Radiance-Boosting Face Oil,Brand TTT,"Vitamin E, Rosehip Oil",201,High,Adds radiance and glow to skin,6,All,103,Married,$25 ,2125,4.6,"Apply a few drops to clean face, massage in"
Smoothing Body Scrub,Brand UUU,"Sugar, Coconut Oil",201,High,Exfoliates and smooths skin,6,All,103,Married,$15 ,1275,4.8,Massage onto damp skin in circular motions
Soothing Body Wash,Brand VVV,"Aloe Vera, Chamomile Extract",201,High,Cleanses and soothes skin,6,All,103,Married,$10 ,850,4.7,"Use in the shower or bath, lather and rinse off"
Radiance-Boosting Serum,Brand WWW,"Vitamin C, Niacinamide",201,High,Brightens and evens skin tone,6,All,103,Married,$30 ,2550,4.6,Apply to clean face and neck before moisturizer
Hydrating Sleep Mask,Brand XXX,"Hyaluronic Acid, Vitamin E",201,High,Hydrates and plumps skin,6,All,103,Married,$25 ,2125,4.7,Apply a thick layer to clean face before bedtime
Restorative Foot Cream,Brand YYY,"Shea Butter, Peppermint Oil",201,High,Softens and refreshes tired feet,6,All,103,Married,$20 ,1700,4.6,Massage onto feet before bedtime
Revitalizing Scalp Serum,Brand ZZZ,"Biotin, Castor Oil",201,High,Promotes healthy hair growth,6,All,103,Married,$25 ,2125,4.5,Apply to scalp and massage in before bedtime
Refreshing Facial Mist,Brand AAAA,"Rose Water, Cucumber Extract",201,High,Hydrates and refreshes skin,6,All,103,Married,$15 ,1275,4.7,Spritz onto face throughout the day for a quick refresh
Hydrating Lip Balm,Brand BBBB,"Beeswax, Shea Butter",201,High,Hydrates and nourishes lips,6,All,103,Married,$8 ,680,4.6,Apply to lips as needed throughout the day
Rejuvenating Hand Cream,Brand CCCC,"Vitamin E, Coconut Oil",201,High,Restores moisture to hands,6,All,103,Married,$12 ,1020,4.7,Apply to hands as needed throughout the day
Brightening Face Serum,Brand DDDD,"Vitamin C, Licorice Extract",201,High,Brightens and evens skin tone,6,All,103,Married,$30 ,2550,4.8,Apply to clean face and neck before moisturizer
Firming Body Lotion,Brand EEEE,"Caffeine, Shea Butter",201,High,Firms and tightens skin,6,All,103,Married,$20 ,1700,4.7,Apply to body after shower or bath
Restorative Hair Mask,Brand FFFF,"Argan Oil, Keratin Protein",201,High,Repairs and strengthens hair,6,All,103,Married,$25 ,2125,4.6,"Apply to damp hair, leave on for 10-15 minutes, rinse off"
Radiance-Boosting Eye Cream,Brand GGGG,"Vitamin K, Peptides",204,Moderate,Reduces dark circles and puffiness,6,All,103,Married,$20 ,1700,4.5,Gently pat around the eye area morning and night
Anti-Wrinkle Face Oil,Brand HHHH,"Rosehip Oil, Vitamin E",204,Moderate,Reduces appearance of wrinkles,6,All,103,Married,$35 ,2975,4.8,"Apply a few drops to clean face, massage in before moisturizer"
Exfoliating Foot Scrub,Brand IIII,"Pumice, Tea Tree Oil",204,Moderate,Exfoliates and softens feet,6,All,103,Married,$15 ,1275,4.6,"Massage onto damp feet in circular motions, rinse off"
Illuminating Body Lotion,Brand JJJJ,"Pearl Powder, Vitamin E",204,Moderate,Provides subtle shimmer and glow,6,All,103,Married,$20 ,1700,4.7,Apply to body for luminous skin
Soothing Scalp Treatment,Brand KKKK,"Aloe Vera, Peppermint Oil",204,Moderate,Calms and nourishes scalp,6,All,103,Married,$25 ,2125,4.6,Apply to scalp and massage in before shampooing
Anti-Aging Neck Cream,Brand LLLL,"Retinol, Peptides",204,Moderate,Reduces sagging and wrinkles,6,All,103,Married,$30 ,2550,4.7,Apply to clean neck area in upward motions
Revitalizing Body Wash,Brand MMMM,"Green Tea Extract, Vitamin C",204,Moderate,Energizes and refreshes skin,6,All,103,Married,$12 ,1020,4.6,"Use in the shower or bath, lather and rinse off"
Deep Cleansing Face Mask,Brand NNNN,"Kaolin Clay, Salicylic Acid",204,Moderate,Clears pores and prevents breakouts,6,All,103,Married,$15 ,1275,4.7,"Apply to clean face, leave on for 10-15 minutes, rinse off"
Hydrating Overnight Mask,Brand OOOO,"Hyaluronic Acid, Evening Primrose Oil",204,Moderate,Intensely hydrates and plumps skin,6,All,103,Married,$25 ,2125,4.8,Apply a thick layer to clean face before bedtime
Strengthening Nail Serum,Brand PPPP,"Keratin, Biotin",204,Moderate,Strengthens and nourishes nails,6,All,103,Married,$20 ,1700,4.6,"Apply to clean nails and cuticles, massage in"
Soothing Body Butter,Brand QQQQ,"Cocoa Butter, Lavender Oil",204,Moderate,Soothes and softens skin,6,All,103,Married,$18 ,1530,4.7,Massage onto body after shower or bath
Illuminating Face Powder,Brand RRRR,"Mica, Titanium Dioxide",201,High,Adds luminosity to complexion,6,All,103,Married,$25 ,2125,4.6,"Apply to cheeks, forehead, and chin for a radiant glow"
Revitalizing Foot Mask,Brand SSSS,"Peppermint Oil, Shea Butter",201,High,Refreshes and revitalizes tired feet,6,All,103,Married,$15 ,1275,4.5,"Apply to clean feet, leave on for 15-20 minutes, rinse off"
Relaxing Bath Salts,Brand TTTT,"Epsom Salt, Lavender Oil",201,High,Relieves stress and muscle tension,6,All,103,Married,$10 ,850,4.6,Add to warm bathwater and soak for 20 minutes
Hydrating Body Oil,Brand UUUU,"Jojoba Oil, Vitamin E",201,High,Nourishes and moisturizes skin,6,All,103,Married,$20 ,1700,4.7,Apply to damp skin after shower or bath
Firming Bust Cream,Brand VVVV,"Collagen, Ginseng Extract",201,High,Firms and lifts bust area,6,All,103,Married,$30 ,2550,4.8,Apply to clean chest area in upward motions
Illuminating Eye Cream,Brand WWWW,"Pearl Powder, Hyaluronic Acid",201,High,Brightens and hydrates eye area,6,All,103,Married,$25 ,2125,4.6,Gently pat around the eye area morning and night
Soothing Body Mist,Brand XXXX,"Aloe Vera, Chamomile Extract",201,High,Calms and refreshes skin,6,All,103,Married,$15 ,1275,4.7,Spritz onto body for a refreshing sensation
Revitalizing Hair Serum,Brand YYYYY,"Argan Oil, Keratin Protein",201,High,Restores shine and strength to hair,6,All,103,Married,$25 ,2125,4.6,"Apply to damp or dry hair, focusing on ends"
Anti-Aging Hand Cream,Brand ZZZZ,"Retinol, Shea Butter",201,High,Reduces age spots and wrinkles,6,All,103,Married,$20 ,1700,4.7,Apply to hands as needed throughout the day
Hydrating Face Mist,Brand AAAAA,"Rose Water, Glycerin",201,High,Hydrates and refreshes skin,6,All,103,Married,$18 ,1530,4.6,Spritz onto face throughout the day for a quick refresh
Relaxing Bath Oil,Brand BBBBB,"Lavender Oil, Almond Oil",201,High,Relieves stress and promotes relaxation,6,All,103,Married,$20 ,1700,4.7,Add a few drops to warm bathwater and soak
Nourishing Foot Cream,Brand CCCCC,"Shea Butter, Peppermint Oil",201,High,Moisturizes and soothes tired feet,6,All,103,Married,$15 ,1275,4.6,Massage onto feet before bedtime
Illuminating Body Oil,Brand DDDDD,"Mica, Coconut Oil",201,High,Adds shimmer and glow to skin,6,All,103,Married,$22 ,1870,4.7,Apply to body for luminous and radiant skin
Hydrating Facial Mist,Brand EEEEE,"Aloe Vera, Cucumber Extract",201,High,Hydrates and refreshes skin,6,All,103,Married,$15 ,1275,4.7,Spritz onto face throughout the day for a quick refresh
Restorative Hair Oil,Brand FFFFF,"Argan Oil, Coconut Oil",201,High,Nourishes and strengthens hair,6,All,103,Married,$20 ,1700,4.6,"Apply a few drops to damp or dry hair, focusing on ends"
Anti-Aging Neck Serum,Brand GGGGG,"Peptides, Vitamin C",201,High,Firms and smooths neck area,6,All,103,Married,$30 ,2550,4.8,Apply to clean neck area in upward motions
Illuminating Body Cream,Brand HHHHH,"Pearl Powder, Shea Butter",201,High,Provides a subtle shimmer to skin,6,All,103,Married,$25 ,2125,4.6,Apply to body for a luminous and radiant appearance
Revitalizing Foot Spray,Brand IIIII,"Menthol, Tea Tree Oil",201,High,Refreshes and revitalizes tired feet,6,All,103,Married,$12 ,1020,4.7,Spray onto feet for instant relief and freshness
Nourishing Cuticle Oil,Brand JJJJJ,"Jojoba Oil, Vitamin E",201,High,Nourishes and softens cuticles,6,All,103,Married,$10 ,850,4.6,Apply to cuticles and massage in for healthy nails
Soothing Scalp Scrub,Brand KKKKK,"Sea Salt, Peppermint Oil",201,High,Exfoliates and soothes scalp,6,All,103,Married,$15 ,1275,4.7,Massage onto scalp in circular motions before shampooing
Firming Eye Gel,Brand LLLLL,"Caffeine, Hyaluronic Acid",201,High,Reduces puffiness and fine lines,6,All,103,Married,$20 ,1700,4.6,Gently pat around the eye area morning and night
Rejuvenating Body Serum,Brand MMMMM,"Vitamin E, Ginseng Extract",201,High,Rejuvenates and firms skin,6,All,103,Married,$30 ,2550,4.7,Apply to body for youthful and radiant skin
Hydrating Cuticle Cream,Brand NNNNN,"Shea Butter, Avocado Oil",201,High,Hydrates and strengthens nails,6,All,103,Married,$12 ,1020,4.8,Massage onto cuticles for healthy and nourished nails
Smoothing Hand Scrub,Brand OOOOO,"Sugar, Shea Butter",201,High,Exfoliates and softens hands,6,All,103,Married,$15 ,1275,4.7,"Massage onto damp hands in circular motions, rinse off"
Restorative Nail Oil,Brand PPPPP,"Vitamin E, Sweet Almond Oil",201,High,Strengthens and nourishes nails,6,All,103,Married,$10 ,850,4.6,Apply to nails and massage in for healthy cuticles
Brightening Lip Scrub,Brand QQQQQ,"Brown Sugar, Coconut Oil",201,High,Exfoliates and softens lips,6,All,103,Married,$12 ,1020,4.7,"Massage onto lips in circular motions, rinse off"
Firming Bust Serum,Brand RRRRR,"Collagen, Vitamin C",201,High,Firms and lifts bust area,6,All,103,Married,$35 ,2975,4.8,Apply to clean chest area in upward motions
Revitalizing Hand Mask,Brand SSSSS,"Shea Butter, Vitamin E",201,High,Moisturizes and softens hands,6,All,103,Married,$18 ,1530,4.7,"Apply to hands, leave on for 15-20 minutes, rinse off"
Illuminating Body Scrub,Brand TTTTT,"Diamond Dust, Coconut Oil",201,High,Exfoliates and adds radiance,6,All,103,Married,$20 ,1700,4.6,"Massage onto damp skin, rinse off for luminous skin"
Soothing Eye Mask,Brand UUUUU,"Cucumber Extract, Aloe Vera",201,High,Calms and refreshes tired eyes,6,All,103,Married,$15 ,1275,4.7,"Apply to under-eye area, leave on for 15-20 minutes"
Hydrating Foot Mask,Brand VVVVV,"Shea Butter, Peppermint Oil",201,High,Moisturizes and soothes feet,6,All,103,Married,$18 ,1530,4.6,"Apply to clean feet, leave on for 15-20 minutes, rinse off"
Replenishing Lip Balm,Brand WWWWW,"Cocoa Butter, Vitamin E",201,High,Nourishes and protects lips,6,All,103,Married,$8 ,680,4.7,Apply to lips as needed throughout the day
Radiance-Boosting Neck Cream,Brand XXXXX,"Pearl Powder, Vitamin C",201,High,Brightens and firms neck area,6,All,103,Married,$30 ,2550,4.6,Apply to clean neck area in upward motions
Smoothing Body Butter,Brand YYYYY,"Shea Butter, Coconut Oil",201,High,Nourishes and softens skin,6,All,103,Married,$25 ,2125,4.7,Massage onto body for hydrated and smooth skin
Illuminating Lip Oil,Brand ZZZZZ,"Jojoba Oil, Vitamin E",201,High,Adds shine and hydration to lips,6,All,103,Married,$12 ,1020,4.6,Apply to lips for a glossy finish
Firming Eye Cream,Brand AAAAAA,"Peptides, Hyaluronic Acid",201,High,Reduces fine lines and wrinkles,6,All,103,Married,$25 ,2125,4.7,Gently pat around the eye area morning and night
Hydrating Hand Mask,Brand BBBBBB,"Shea Butter, Almond Oil",201,High,Moisturizes and repairs hands,6,All,103,Married,$20 ,1700,4.6,"Apply to clean hands, leave on for 15-20 minutes, rinse off"
Restorative Lip Mask,Brand CCCCCC,"Shea Butter, Honey",202,Low,Hydrates and softens lips,6,All,103,Married,$15 ,1275,4.7,"Apply to lips, leave on for 15-20 minutes, wipe off excess"
Illuminating Body Cream,Brand DDDDDD,"Gold Flakes, Shea Butter",204,Moderate,Adds a luminous glow to skin,6,All,103,Married,$30 ,2550,4.6,Apply to body for radiant and shimmering skin
Rejuvenating Hand Serum,Brand EEEEEE,"Vitamin C, Hyaluronic Acid",204,Moderate,Brightens and firms hands,6,All,103,Married,$25 ,2125,4.7,Apply to hands morning and night for youthful skin
Moisturizing Body Lotion,Brand AAAAA,"Shea Butter, Coconut Oil",204,Moderate,Hydrates and nourishes skin,6,All,103,Married,$15 ,1275,4.7,Apply to body after shower or bath
Nourishing Body Cream,Brand BBBBB,"Vitamin E, Almond Oil",204,Moderate,Nourishes and softens skin,6,All,103,Married,$20 ,1700,4.6,Massage onto body for hydrated and smooth skin
Hydrating Body Butter,Brand CCCCC,"Cocoa Butter, Jojoba Oil",204,Moderate,Provides deep hydration,15,"Dry, Normal",103,Married,$18 ,1530,4.8,Apply to body for silky-smooth and nourished skin
Soothing Body Lotion,Brand DDDDD,"Aloe Vera, Chamomile Extract",204,Moderate,Calms and moisturizes skin,6,All,103,Married,$12 ,1020,4.5,Apply to body for instant relief and hydration
Radiance-Boosting Lotion,Brand EEEEE,"Pearl Powder, Vitamin C",204,Moderate,Adds radiance and glow to skin,6,All,103,Married,$25 ,2125,4.7,Apply to body for luminous and radiant skin
Revitalizing Body Cream,Brand FFFFF,"Ginseng Extract, Green Tea Extract",204,Moderate,Energizes and refreshes skin,6,All,103,Married,$22 ,1870,4.6,Massage onto body for revitalized and healthy-looking skin
Firming Body Lotion,Brand GGGGG,"Collagen, Peptides",204,Moderate,Firms and tones skin,6,All,103,Married,$30 ,2550,4.8,Apply to body in upward motions for firm and smooth skin
Rejuvenating Body Milk,Brand HHHHH,"Argan Oil, Shea Butter",204,Moderate,Rejuvenates and softens skin,6,All,103,Married,$28 ,2380,4.6,Massage onto body for youthful and supple skin
Illuminating Body Oil,Brand IIIII,"Gold Flakes, Coconut Oil",204,Moderate,Adds shimmer and glow to skin,6,All,103,Married,$35 ,2975,4.7,Apply to body for luminous and radiant appearance
Calming Body Lotion,Brand JJJJJ,"Lavender Oil, Ylang Ylang Oil",204,Moderate,Calms and soothes sensitive skin,2,Sensitive,103,Married,$15 ,1275,4.6,Apply to body for a relaxing and moisturizing experience
Repairing Conditioner,Brand AAA,"Argan Oil, Keratin",204,Moderate,Repairs and strengthens hair,6,All,101,Adult,$15 ,1275,4.6,"Apply to wet hair after shampooing, leave on for 2-3 minutes, rinse thoroughly"
Hydrating Hair Mask,Brand BBB,"Coconut Oil, Shea Butter",204,Moderate,Hydrates and softens hair,15,"Dry, Normal",101,Adult,$20 ,1700,4.7,"Apply to clean, damp hair, leave on for 10-15 minutes, rinse well"
Volumizing Conditioner,Brand CCC,"Biotin, Collagen",204,Moderate,Adds volume and thickness,18,"Fine, Thin",101,Adult,$18 ,1530,4.5,"Apply to hair after shampooing, leave on for 1-2 minutes, rinse thoroughly"
Nourishing Hair Balm,Brand DDD,"Shea Butter, Avocado Oil",204,Moderate,Nourishes and restores hair,12,"Dry, Damaged",101,Adult,$22 ,1870,4.6,"Apply a small amount to damp or dry hair, focusing on ends, leave in"
Strengthening Mask,Brand EEE,"Bamboo Extract, Protein",204,Moderate,Strengthens and prevents breakage,6,All,101,Adult,$25 ,2125,4.8,"Apply to clean, damp hair, leave on for 5-10 minutes, rinse thoroughly"
Smoothing Conditioner,Brand FFF,"Keratin, Silk Proteins",204,Moderate,Smooths frizz and enhances shine,19,"Frizzy, Curly",101,Adult,$16 ,1360,4.7,"Apply to hair after shampooing, leave on for 1-2 minutes, rinse well"
Color-Protecting Balm,Brand GGG,"UV Filters, Vitamin E",204,Moderate,Protects color from fading,7,Color-Treated,101,Adult,$20 ,1700,4.6,"Apply to clean, damp hair, leave on for 5 minutes, rinse thoroughly"
Revitalizing Mask,Brand HHH,"Ginseng Extract, Vitamin C",204,Moderate,Revitalizes and energizes hair,6,All,101,Adult,$30 ,2550,4.7,"Apply to clean, damp hair, leave on for 10-15 minutes, rinse thoroughly"
Moisturizing Conditioner,Brand III,"Argan Oil, Aloe Vera",204,Moderate,Hydrates and softens dry hair,13,"Dry, Dehydrated",101,Adult,$18 ,1530,4.6,"Apply to hair after shampooing, leave on for 2-3 minutes, rinse well"
Anti-Frizz Treatment,Brand JJJ,"Coconut Oil, Marula Oil",204,Moderate,Controls frizz and adds shine,21,"Frizzy, Unmanageable",101,Adult,$24 ,2040,4.7,"Apply to clean, damp hair, focusing on mid-lengths to ends, leave in"
Repairing Hair Balm,Brand KKK,"Argan Oil, Shea Butter",204,Moderate,Repairs and protects damaged hair,10,"Damaged, Brittle",101,Adult,$22 ,1870,4.6,"Apply a small amount to damp hair, focusing on damaged areas, leave in"
Hydrating Hair Cream,Brand LLL,"Jojoba Oil, Coconut Milk",204,Moderate,Hydrates and softens hair,15,"Dry, Normal",101,Adult,$18 ,1530,4.5,"Apply to towel-dried hair, focusing on ends, leave in or rinse as desired"
Strengthening Conditioner,Brand MMM,"Keratin, Protein Complex",204,Moderate,Strengthens and fortifies hair,6,All,101,Adult,$16 ,1360,4.7,"Apply to hair after shampooing, leave on for 1-2 minutes, rinse thoroughly"
Volumizing Hair Balm,Brand NNN,"Biotin, Silk Proteins",204,Moderate,Adds volume and thickness,18,"Fine, Thin",101,Adult,$20 ,1700,4.6,"Apply a small amount to damp hair, focusing on roots, leave in or rinse as desired"
Nourishing Hair Lotion,Brand OOO,"Shea Butter, Coconut Oil",204,Moderate,Nourishes and softens hair,11,"Dry, Coarse",101,Adult,$22 ,1870,4.8,"Apply to damp hair, focusing on mid-lengths to ends, leave in or rinse as desired"
Restorative Hair Cream,Brand PPP,"Argan Oil, Keratin Protein",204,Moderate,Restores strength and vitality,6,All,101,Adult,$24 ,2040,4.7,"Apply to damp or dry hair, focusing on ends, leave in or rinse as desired"
Smoothing Hair Balm,Brand QQQ,"Silk Proteins, Vitamin E",204,Moderate,Smooths frizz and adds shine,19,"Frizzy, Curly",101,Adult,$16 ,1360,4.6,"Apply to damp hair, focusing on mid-lengths to ends, leave in or rinse as desired"
Color-Protecting Conditioner,Brand RRR,"UV Filters, Argan Oil",204,Moderate,Protects color from fading,7,Color-Treated,101,Adult,$18 ,1530,4.7,"Apply to hair after shampooing, leave on for 2-3 minutes, rinse thoroughly"
Revitalizing Hair Balm,Brand SSS,"Ginseng Extract, Vitamin C",204,Moderate,Revitalizes and energizes hair,6,All,101,Adult,$20 ,1700,4.6,"Apply a small amount to damp hair, focusing on mid-lengths to ends, leave in or rinse as desired"
